ID,title,subtitle,tags,Temperature,Conductivity,component1,component2,component3,component4,component5,component6,mol_ratio,wt_ratio,melting_temp,inorg_name,inorg_contain_ratio(wt),crystallinity,Tg,mp,reference,smiles1,type1,Mw1,smiles2,type2,Mw2,smiles3,type3,Mw3,smiles4,type4,Mw4,smiles5,type5,Mw5,smiles6,type6,Mw6
1501.0,lit_tr1501,,1.0,90.0,1.69401e-07,LiPSS,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSS,Polymer Electrolyte,494394.25148097554,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1502.0,lit_tr1502,,1.0,80.0,1.11736e-07,LiPSS,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSS,Polymer Electrolyte,494394.25148097554,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1503.0,lit_tr1503,,1.0,70.0,7.79051e-08,LiPSS,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSS,Polymer Electrolyte,494394.25148097554,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1504.0,lit_tr1504,,1.0,60.0,7.37004e-09,LiPSS,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSS,Polymer Electrolyte,494394.25148097554,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1505.0,lit_tr1505,,1.0,50.0,2.05709e-09,LiPSS,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSS,Polymer Electrolyte,494394.25148097554,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1506.0,lit_tr1506,,1.0,40.0,1.02813e-09,LiPSS,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSS,Polymer Electrolyte,494394.25148097554,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1507.0,lit_tr1507,,1.0,30.0,4.35065e-10,LiPSS,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSS,Polymer Electrolyte,494394.25148097554,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1508.0,lit_tr1508,,1.0,25.0,3.20645e-10,LiPSS,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSS,Polymer Electrolyte,494394.25148097554,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1509.0,lit_tr1509,,1.0,90.0,2.71478e-05,LiPSTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSTFSI,Polymer Electrolyte,594382.9421128788,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1510.0,lit_tr1510,,1.0,80.0,1.69401e-05,LiPSTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSTFSI,Polymer Electrolyte,594382.9421128788,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1511.0,lit_tr1511,,1.0,70.0,6.97225e-06,LiPSTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSTFSI,Polymer Electrolyte,594382.9421128788,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1512.0,lit_tr1512,,1.0,60.0,8.23499e-07,LiPSTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSTFSI,Polymer Electrolyte,594382.9421128788,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1513.0,lit_tr1513,,1.0,50.0,1.21433e-07,LiPSTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSTFSI,Polymer Electrolyte,594382.9421128788,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1514.0,lit_tr1514,,1.0,40.0,1.55873e-08,LiPSTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSTFSI,Polymer Electrolyte,594382.9421128788,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1515.0,lit_tr1515,,1.0,30.0,3.48473e-09,LiPSTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSTFSI,Polymer Electrolyte,594382.9421128788,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1516.0,lit_tr1516,,1.0,25.0,1.84103e-09,LiPSTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSTFSI,Polymer Electrolyte,594382.9421128788,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1517.0,lit_tr1517,,1.0,90.0,0.000124849,LiPSsTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSsTFSI,Polymer Electrolyte,3013393.0425750893,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1518.0,lit_tr1518,,1.0,80.0,0.000102813,LiPSsTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSsTFSI,Polymer Electrolyte,3013393.0425750893,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1519.0,lit_tr1519,,1.0,70.0,7.37004e-05,LiPSsTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSsTFSI,Polymer Electrolyte,3013393.0425750893,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1520.0,lit_tr1520,,1.0,60.0,1.69401e-05,LiPSsTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSsTFSI,Polymer Electrolyte,3013393.0425750893,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1521.0,lit_tr1521,,1.0,50.0,9.7264e-07,LiPSsTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSsTFSI,Polymer Electrolyte,3013393.0425750893,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1522.0,lit_tr1522,,1.0,40.0,1.21433e-07,LiPSsTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSsTFSI,Polymer Electrolyte,3013393.0425750893,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1523.0,lit_tr1523,,1.0,30.0,1.35684e-08,LiPSsTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSsTFSI,Polymer Electrolyte,3013393.0425750893,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1524.0,lit_tr1524,,1.0,25.0,6.97225e-09,LiPSsTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,polymer_LiPSsTFSI,Polymer Electrolyte,3013393.0425750893,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1525.0,lit_tr1525,,1.0,90.0,0.00118,LiTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,Li Salt,287.088,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1526.0,lit_tr1526,,1.0,80.0,0.000757736,LiTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,Li Salt,287.088,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1527.0,lit_tr1527,,1.0,70.0,0.000558455,LiTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,Li Salt,287.088,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1528.0,lit_tr1528,,1.0,60.0,0.000459887,LiTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,Li Salt,287.088,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1529.0,lit_tr1529,,1.0,50.0,0.000211495,LiTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,Li Salt,287.088,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1530.0,lit_tr1530,,1.0,40.0,7.57736e-05,LiTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,Li Salt,287.088,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1531.0,lit_tr1531,,1.0,30.0,2.86966e-05,LiTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,Li Salt,287.088,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
1532.0,lit_tr1532,,1.0,25.0,1.64766e-05,LiTFSI,j6,,,,,1/20,,,,,,,,10.1002/anie.201509299,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,Li Salt,287.088,polymer_j6,Polymer Electrolyte,627826.868576432,,,,,,,,,,,,
9117.0,test78,,2.0,100.0,0.0014,20190321_sc6_PEO,20190321_sc6_LiDTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)(F)[H])=O)(C([H])(F)F)=O,Li Salt,251.10799999999995,,,,,,,,,,,,
9118.0,test79,,2.0,90.0,0.0011,20190321_sc6_PEO,20190321_sc6_LiDTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)(F)[H])=O)(C([H])(F)F)=O,Li Salt,251.10799999999995,,,,,,,,,,,,
9119.0,test80,,2.0,80.0,0.00083,20190321_sc6_PEO,20190321_sc6_LiDTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)(F)[H])=O)(C([H])(F)F)=O,Li Salt,251.10799999999995,,,,,,,,,,,,
9120.0,test81,,2.0,70.0,0.00058,20190321_sc6_PEO,20190321_sc6_LiDTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)(F)[H])=O)(C([H])(F)F)=O,Li Salt,251.10799999999995,,,,,,,,,,,,
9121.0,test82,,2.0,60.0,0.00038,20190321_sc6_PEO,20190321_sc6_LiDTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)(F)[H])=O)(C([H])(F)F)=O,Li Salt,251.10799999999995,,,,,,,,,,,,
9122.0,test83,,2.0,50.0,0.00011,20190321_sc6_PEO,20190321_sc6_LiDTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)(F)[H])=O)(C([H])(F)F)=O,Li Salt,251.10799999999995,,,,,,,,,,,,
9123.0,test84,,2.0,40.0,3.3e-05,20190321_sc6_PEO,20190321_sc6_LiDTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)(F)[H])=O)(C([H])(F)F)=O,Li Salt,251.10799999999995,,,,,,,,,,,,
9124.0,test85,,2.0,30.0,9.6e-06,20190321_sc6_PEO,20190321_sc6_LiDTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)(F)[H])=O)(C([H])(F)F)=O,Li Salt,251.10799999999995,,,,,,,,,,,,
9125.0,test86,,2.0,100.0,0.00095,20190321_sc6_PEO,20190321_sc6_LiMTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)([H])[H])=O)(C([H])([H])F)=O,Li Salt,215.128,,,,,,,,,,,,
9126.0,test87,,2.0,90.0,0.00076,20190321_sc6_PEO,20190321_sc6_LiMTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)([H])[H])=O)(C([H])([H])F)=O,Li Salt,215.128,,,,,,,,,,,,
9127.0,test88,,2.0,80.0,0.00054,20190321_sc6_PEO,20190321_sc6_LiMTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)([H])[H])=O)(C([H])([H])F)=O,Li Salt,215.128,,,,,,,,,,,,
9128.0,test89,,2.0,70.0,0.00039,20190321_sc6_PEO,20190321_sc6_LiMTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)([H])[H])=O)(C([H])([H])F)=O,Li Salt,215.128,,,,,,,,,,,,
9129.0,test90,,2.0,60.0,0.00025,20190321_sc6_PEO,20190321_sc6_LiMTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)([H])[H])=O)(C([H])([H])F)=O,Li Salt,215.128,,,,,,,,,,,,
9130.0,test91,,2.0,50.0,3.7e-05,20190321_sc6_PEO,20190321_sc6_LiMTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)([H])[H])=O)(C([H])([H])F)=O,Li Salt,215.128,,,,,,,,,,,,
9131.0,test92,,2.0,40.0,1.3e-05,20190321_sc6_PEO,20190321_sc6_LiMTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)([H])[H])=O)(C([H])([H])F)=O,Li Salt,215.128,,,,,,,,,,,,
9132.0,test93,,2.0,30.0,2.1e-06,20190321_sc6_PEO,20190321_sc6_LiMTFSI,,,,,20/1,,,,,,,,10.1002/anie.201813700,polymer_20190321_sc6_PEO,Polymer Electrolyte,575523.31015,O=S([N-]S(=O)(C(F)([H])[H])=O)(C([H])([H])F)=O,Li Salt,215.128,,,,,,,,,,,,
6046.0,lit_tr7008,,1.0,20.0,0.00852,LiPF6,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,F[P-](F)(F)(F)(F)F,Li Salt,151.90300000000002,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6047.0,lit_tr7009,,1.0,20.0,0.00291,LiBF4,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,F[B-](F)(F)F,Li Salt,93.74500000000002,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6048.0,lit_tr7010,,1.0,20.0,0.00321,LiBF3_CF3_,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,F[B-](C(F)(F)F)(F)F,Li Salt,143.752,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6049.0,lit_tr7011,,1.0,20.0,0.00402,LiBF2_CF3_2,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,F[B-](C(F)(F)F)(F)C(F)(F)F,Li Salt,193.759,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6050.0,lit_tr7012,,1.0,20.0,0.00511,LiBF_CF3_3,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,F[B-](C(F)(F)F)(C(F)(F)F)C(F)(F)F,Li Salt,243.766,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6051.0,lit_tr7013,,1.0,20.0,0.00752,LiB_CF3_4,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,FC(F)(F)[B-](C(F)(F)F)(C(F)(F)F)C(F)(F)F,Li Salt,293.7729999999999,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6052.0,lit_tr7014,,1.0,20.0,0.00447,LiBF3_SO2CF3_,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,F[B-](F)(F)S(=O)(C(F)(F)F)=O,Li Salt,207.817,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6053.0,lit_tr7015,,1.0,20.0,0.00583,LiBF2_SO2CF3_2,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,O=S([B-](F)(S(=O)(C(F)(F)F)=O)F)(C(F)(F)F)=O,Li Salt,321.88899999999995,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6054.0,lit_tr7016,,1.0,20.0,0.00762,LiBF_SO2CF3_3,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,O=S([B-](S(=O)(C(F)(F)F)=O)(S(=O)(C(F)(F)F)=O)F)(C(F)(F)F)=O,Li Salt,435.961,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6055.0,lit_tr7017,,1.0,20.0,0.00855,LiB_SO2CF3_4,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,O=S([B-](S(=O)(C(F)(F)F)=O)(S(=O)(C(F)(F)F)=O)S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,Li Salt,550.0330000000001,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6056.0,lit_tr7018,,1.0,20.0,0.00331,BF3_C2F5_,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,F[B-](C(F)(C(F)(F)F)F)(F)F,Li Salt,193.759,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6057.0,lit_tr7019,,1.0,20.0,0.00462,BF2_C2F5_2,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,F[B-](F)(C(F)(C(F)(F)F)F)C(F)(C(F)(F)F)F,Li Salt,293.7729999999999,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6058.0,lit_tr7020,,1.0,20.0,0.00689,BF_C2F5_3,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,F[B-](C(C(F)(F)F)(F)F)(C(F)(C(F)(F)F)F)C(C(F)(F)F)(F)F,Li Salt,393.7869999999999,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6059.0,lit_tr7021,,1.0,20.0,0.00855,BF_C2F5_4,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,FC(C(F)(F)F)([B-](C(C(F)(F)F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)F,Li Salt,493.80099999999993,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6060.0,lit_tr7022,,1.0,20.0,0.00398,BF3_SO2C2F5_,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,F[B-](S(=O)(C(F)(F)C(F)(F)F)=O)(F)F,Li Salt,257.824,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6061.0,lit_tr7023,,1.0,20.0,0.00523,BF2_SO2C2F5_2,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,F[B-](F)(S(=O)(C(F)(F)C(F)(F)F)=O)S(=O)(C(F)(C(F)(F)F)F)=O,Li Salt,421.903,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6062.0,lit_tr7024,,1.0,20.0,0.00718,BF_SO2C2F5_3,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,F[B-](S(=O)(C(C(F)(F)F)(F)F)=O)(S(=O)(C(F)(F)C(F)(F)F)=O)S(=O)(C(F)(C(F)(F)F)F)=O,Li Salt,585.9820000000002,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6063.0,lit_tr7025,,1.0,20.0,0.00821,B_SO2C2F5_4,EC,EMC,,,,1/0.374744492391551/0.727595812121794,,,,,,,,10.1007/978-1-4939-0302-3,O=S(C(F)(F)C(F)(F)F)([B-](S(=O)(C(F)(C(F)(F)F)F)=O)(S(=O)(C(C(F)(F)F)(F)F)=O)S(=O)(C(F)(F)C(F)(F)F)=O)=O,Li Salt,750.0610000000004,O=C1OCCO1,Solvent,88.062,CCOC(OC)=O,Solvent,104.105,,,,,,,,,
6064.0,lit_tr7026,,1.0,20.0,0.0044,LiPF6,PC,DME,,,,1/0.393050249779606/0.968569568048622,,,,,,,,10.1007/978-1-4939-0302-3,F[P-](F)(F)(F)(F)F,Li Salt,151.90300000000002,CC1COC(=O)O1,Solvent,102.08899999999998,COC,Solvent,46.069,,,,,,,,,
6065.0,lit_tr7027,,1.0,20.0,0.0004,CO2CF3,PC,DME,,,,1/0.393050249779606/0.968569568048622,,,,,,,,10.1007/978-1-4939-0302-3,FC(F)(C([O-])=O)F,Li Salt,119.955,CC1COC(=O)O1,Solvent,102.08899999999998,COC,Solvent,46.069,,,,,,,,,
6066.0,lit_tr7028,,1.0,20.0,0.0023,SO3CF3,PC,DME,,,,1/0.393050249779606/0.968569568048622,,,,,,,,10.1007/978-1-4939-0302-3,FC(F)(S(=O)([O-])=O)F,Li Salt,156.01,CC1COC(=O)O1,Solvent,102.08899999999998,COC,Solvent,46.069,,,,,,,,,
6067.0,lit_tr7029,,1.0,20.0,0.0023,SO3C4F9,PC,DME,,,,1/0.393050249779606/0.968569568048622,,,,,,,,10.1007/978-1-4939-0302-3,O=S(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)([O-])=O,Li Salt,306.03099999999995,CC1COC(=O)O1,Solvent,102.08899999999998,COC,Solvent,46.069,,,,,,,,,
6068.0,lit_tr7030,,1.0,20.0,0.00015,SO3_C6H5,PC,DME,,,,0.02/0.393050249779606/0.968569568048622,,,,,,,,10.1007/978-1-4939-0302-3,O=S([O-])(C1=CC=CC=C1)=O,Li Salt,164.11099999999996,CC1COC(=O)O1,Solvent,102.08899999999998,COC,Solvent,46.069,,,,,,,,,
6069.0,lit_tr7031,,1.0,20.0,0.0011,SO3_C6F5,PC,DME,,,,1/0.393050249779606/0.968569568048622,,,,,,,,10.1007/978-1-4939-0302-3,O=S([O-])(C1=C(F)C(F)=C(F)C(F)=C1F)=O,Li Salt,254.06099999999995,CC1COC(=O)O1,Solvent,102.08899999999998,COC,Solvent,46.069,,,,,,,,,
6070.0,lit_tr7032,,1.0,20.0,0.0019,SO3C8F17,PC,DME,,,,1/0.393050249779606/0.968569568048622,,,,,,,,10.1007/978-1-4939-0302-3,O=S(C(F)(C(F)(C(F)(C(C(F)(C(F)(F)C(F)(C(F)(F)F)F)F)(F)F)F)F)F)([O-])=O,Li Salt,506.0589999999999,CC1COC(=O)O1,Solvent,102.08899999999998,COC,Solvent,46.069,,,,,,,,,
6071.0,lit_tr7033,,1.0,20.0,0.0008,N_COCF3_2,PC,DME,,,,1/0.393050249779606/0.968569568048622,,,,,,,,10.1007/978-1-4939-0302-3,O=C(C(F)(F)F)[N-]C(C(F)(F)F)=O,Li Salt,214.978,CC1COC(=O)O1,Solvent,102.08899999999998,COC,Solvent,46.069,,,,,,,,,
6072.0,lit_tr7034,,1.0,20.0,0.004,N_SO2CF3_2,PC,DME,,,,1/0.393050249779606/0.968569568048622,,,,,,,,10.1007/978-1-4939-0302-3,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,Li Salt,287.088,CC1COC(=O)O1,Solvent,102.08899999999998,COC,Solvent,46.069,,,,,,,,,
6073.0,lit_tr7035,,1.0,20.0,0.0038,N_SO2C2F5_2,PC,DME,,,,1/0.393050249779606/0.968569568048622,,,,,,,,10.1007/978-1-4939-0302-3,O=S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(C(F)(C(F)(F)F)F)=O,Li Salt,387.1019999999999,CC1COC(=O)O1,Solvent,102.08899999999998,COC,Solvent,46.069,,,,,,,,,
6074.0,lit_tr7036,,1.0,20.0,0.0035,N_SO2C4F9__SO2CF3_,PC,DME,,,,1/0.393050249779606/0.968569568048622,,,,,,,,10.1007/978-1-4939-0302-3,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)=O,Li Salt,437.1089999999999,CC1COC(=O)O1,Solvent,102.08899999999998,COC,Solvent,46.069,,,,,,,,,
6075.0,lit_tr7037,,1.0,20.0,0.003,N_SO2CF3__C6F4SO2F_,PC,DME,,,,1/0.393050249779606/0.968569568048622,,,,,,,,10.1007/978-1-4939-0302-3,O=S([N-]S(=O)(C(F)(F)F)=O)(C1=C(F)C(F)=C(F)C(F)=C1F)=O,Li Salt,385.139,CC1COC(=O)O1,Solvent,102.08899999999998,COC,Solvent,46.069,,,,,,,,,
6076.0,lit_tr7038,,1.0,20.0,0.0032,N_SO2CF3__SO2C8F17_,PC,DME,,,,1/0.393050249779606/0.968569568048622,,,,,,,,10.1007/978-1-4939-0302-3,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(C(F)(C(F)(C(C(F)(C(F)(F)C(F)(C(F)(F)F)F)F)(F)F)F)F)F)=O,Li Salt,637.1370000000003,CC1COC(=O)O1,Solvent,102.08899999999998,COC,Solvent,46.069,,,,,,,,,
6077.0,lit_tr7039,,1.0,20.0,0.003,N_SO2OCH2CF3_2,PC,DME,,,,1/0.393050249779606/0.968569568048622,,,,,,,,10.1007/978-1-4939-0302-3,O=S([N-]S(=O)(C([H])(C(F)(F)F)[H])=O)(C([H])(C(F)(F)F)[H])=O,Li Salt,315.14199999999994,CC1COC(=O)O1,Solvent,102.08899999999998,COC,Solvent,46.069,,,,,,,,,
6078.0,lit_tr7040,,1.0,20.0,0.003,N_SO2OCH2CF2CF3_2,PC,DME,,,,1/0.393050249779606/0.968569568048622,,,,,,,,10.1007/978-1-4939-0302-3,O=S([N-]S(=O)(C([H])(C([H])(C(F)(F)F)[H])[H])=O)(C([H])(C([H])([H])C(F)(F)F)[H])=O,Li Salt,343.1959999999999,CC1COC(=O)O1,Solvent,102.08899999999998,COC,Solvent,46.069,,,,,,,,,
