ID,title,subtitle,tags,Temperature,Conductivity,component1,component2,component3,component4,component5,component6,mol_ratio,wt_ratio,melting_temp,inorg_name,inorg_contain_ratio(wt),crystallinity,Tg,mp,reference,smiles1,type1,Mw1,smiles2,type2,Mw2,smiles3,type3,Mw3,smiles4,type4,Mw4,smiles5,type5,Mw5,smiles6,type6,Mw6
3832.0,lit_tr4794,,1.0,-50.0,0.00237,LiAsF6,2-MeTHF,MethyleneChloride,,,,1/0.694067107860211/0.469798657718121,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,ClCCl,Solvent,84.93299999999999,,,,,,,,,
3833.0,lit_tr4795,,1.0,-40.0,0.00276,LiAsF6,2-MeTHF,MethyleneChloride,,,,1/0.694067107860211/0.469798657718121,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,ClCCl,Solvent,84.93299999999999,,,,,,,,,
3834.0,lit_tr4796,,1.0,-30.0,0.00299,LiAsF6,2-MeTHF,MethyleneChloride,,,,1/0.694067107860211/0.469798657718121,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,ClCCl,Solvent,84.93299999999999,,,,,,,,,
3835.0,lit_tr4797,,1.0,-20.0,0.00335,LiAsF6,2-MeTHF,MethyleneChloride,,,,1/0.694067107860211/0.469798657718121,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,ClCCl,Solvent,84.93299999999999,,,,,,,,,
3836.0,lit_tr4798,,1.0,-10.0,0.00366,LiAsF6,2-MeTHF,MethyleneChloride,,,,1/0.694067107860211/0.469798657718121,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,ClCCl,Solvent,84.93299999999999,,,,,,,,,
3837.0,lit_tr4799,,1.0,0.0,0.00395,LiAsF6,2-MeTHF,MethyleneChloride,,,,1/0.694067107860211/0.469798657718121,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,ClCCl,Solvent,84.93299999999999,,,,,,,,,
3838.0,lit_tr4800,,1.0,20.0,0.00444,LiAsF6,2-MeTHF,MethyleneChloride,,,,1/0.694067107860211/0.469798657718121,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,ClCCl,Solvent,84.93299999999999,,,,,,,,,
3839.0,lit_tr4801,,1.0,-60.0,0.0002,LiAsF6,2-MeTHF,Sulfolane,,,,1/0.495762219900151/0.524673379379213,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,O=S1(CCCC1)=O,Solvent,120.173,,,,,,,,,
3840.0,lit_tr4802,,1.0,-50.0,0.00042,LiAsF6,2-MeTHF,Sulfolane,,,,1/0.495762219900151/0.524673379379213,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,O=S1(CCCC1)=O,Solvent,120.173,,,,,,,,,
3841.0,lit_tr4803,,1.0,-40.0,0.00077,LiAsF6,2-MeTHF,Sulfolane,,,,1/0.495762219900151/0.524673379379213,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,O=S1(CCCC1)=O,Solvent,120.173,,,,,,,,,
3842.0,lit_tr4804,,1.0,-30.0,0.00124,LiAsF6,2-MeTHF,Sulfolane,,,,1/0.495762219900151/0.524673379379213,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,O=S1(CCCC1)=O,Solvent,120.173,,,,,,,,,
3843.0,lit_tr4805,,1.0,-20.0,0.00182,LiAsF6,2-MeTHF,Sulfolane,,,,1/0.495762219900151/0.524673379379213,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,O=S1(CCCC1)=O,Solvent,120.173,,,,,,,,,
3844.0,lit_tr4806,,1.0,-10.0,0.0025,LiAsF6,2-MeTHF,Sulfolane,,,,1/0.495762219900151/0.524673379379213,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,O=S1(CCCC1)=O,Solvent,120.173,,,,,,,,,
3845.0,lit_tr4807,,1.0,0.0,0.00327,LiAsF6,2-MeTHF,Sulfolane,,,,1/0.495762219900151/0.524673379379213,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,O=S1(CCCC1)=O,Solvent,120.173,,,,,,,,,
3846.0,lit_tr4808,,1.0,20.0,0.00515,LiAsF6,2-MeTHF,Sulfolane,,,,1/0.495762219900151/0.524673379379213,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,O=S1(CCCC1)=O,Solvent,120.173,,,,,,,,,
3847.0,lit_tr4809,,1.0,40.0,0.00728,LiAsF6,2-MeTHF,Sulfolane,,,,1/0.495762219900151/0.524673379379213,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,O=S1(CCCC1)=O,Solvent,120.173,,,,,,,,,
3848.0,lit_tr4810,,1.0,60.0,0.00946,LiAsF6,2-MeTHF,Sulfolane,,,,1/0.495762219900151/0.524673379379213,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,O=S1(CCCC1)=O,Solvent,120.173,,,,,,,,,
3849.0,lit_tr4811,,1.0,80.0,0.01166,LiAsF6,2-MeTHF,Sulfolane,,,,1/0.495762219900151/0.524673379379213,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,CC1CCCO1,Solvent,86.134,O=S1(CCCC1)=O,Solvent,120.173,,,,,,,,,
3850.0,lit_tr4812,,1.0,0.0,0.00308,LiAsF6,3-Me-2-Oxozolidinone,,,,,1/1.15715557313817,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1OCCN1C,Solvent,101.105,,,,,,,,,,,,
3851.0,lit_tr4813,,1.0,20.0,0.00556,LiAsF6,3-Me-2-Oxozolidinone,,,,,1/1.15715557313817,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1OCCN1C,Solvent,101.105,,,,,,,,,,,,
3852.0,lit_tr4814,,1.0,40.0,0.00849,LiAsF6,3-Me-2-Oxozolidinone,,,,,1/1.15715557313817,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1OCCN1C,Solvent,101.105,,,,,,,,,,,,
3853.0,lit_tr4815,,1.0,60.0,0.0121,LiAsF6,3-Me-2-Oxozolidinone,,,,,1/1.15715557313817,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1OCCN1C,Solvent,101.105,,,,,,,,,,,,
3854.0,lit_tr4816,,1.0,80.0,0.01565,LiAsF6,3-Me-2-Oxozolidinone,,,,,1/1.15715557313817,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1OCCN1C,Solvent,101.105,,,,,,,,,,,,
3855.0,lit_tr4817,,1.0,-20.0,5e-05,LiAsF6,3-MeSulfolane,,,,,1/0.894254415381176,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,,,,,,,,,,,,
3856.0,lit_tr4818,,1.0,-10.0,0.00023,LiAsF6,3-MeSulfolane,,,,,1/0.894254415381176,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,,,,,,,,,,,,
3857.0,lit_tr4819,,1.0,0.0,0.00043,LiAsF6,3-MeSulfolane,,,,,1/0.894254415381176,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,,,,,,,,,,,,
3858.0,lit_tr4820,,1.0,20.0,0.00125,LiAsF6,3-MeSulfolane,,,,,1/0.894254415381176,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,,,,,,,,,,,,
3859.0,lit_tr4821,,1.0,40.0,0.00256,LiAsF6,3-MeSulfolane,,,,,1/0.894254415381176,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,,,,,,,,,,,,
3860.0,lit_tr4822,,1.0,60.0,0.00433,LiAsF6,3-MeSulfolane,,,,,1/0.894254415381176,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,,,,,,,,,,,,
3861.0,lit_tr4823,,1.0,80.0,0.00652,LiAsF6,3-MeSulfolane,,,,,1/0.894254415381176,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,,,,,,,,,,,,
3862.0,lit_tr4824,,1.0,20.0,0.00217,LiAsF6,3-MeSulfolane,Diglyme,,,,0.9/0.447127207690588/0.349183871208169,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,COCCOCCOC,Solvent,134.175,,,,,,,,,
3863.0,lit_tr4825,,1.0,40.0,0.00455,LiAsF6,3-MeSulfolane,Diglyme,,,,0.9/0.447127207690588/0.349183871208169,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,COCCOCCOC,Solvent,134.175,,,,,,,,,
3864.0,lit_tr4826,,1.0,60.0,0.00691,LiAsF6,3-MeSulfolane,Diglyme,,,,0.9/0.447127207690588/0.349183871208169,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,COCCOCCOC,Solvent,134.175,,,,,,,,,
3865.0,lit_tr4827,,1.0,80.0,0.00968,LiAsF6,3-MeSulfolane,Diglyme,,,,0.9/0.447127207690588/0.349183871208169,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,COCCOCCOC,Solvent,134.175,,,,,,,,,
3866.0,lit_tr4828,,1.0,0.0,0.00117,LiAsF6,3-MeSulfolane,Toluene,,,,0.9/0.447127207690588/0.472107662253093,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3867.0,lit_tr4829,,1.0,20.0,0.00199,LiAsF6,3-MeSulfolane,Toluene,,,,0.9/0.447127207690588/0.472107662253093,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3868.0,lit_tr4830,,1.0,40.0,0.00309,LiAsF6,3-MeSulfolane,Toluene,,,,0.9/0.447127207690588/0.472107662253093,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3869.0,lit_tr4831,,1.0,60.0,0.00429,LiAsF6,3-MeSulfolane,Toluene,,,,0.9/0.447127207690588/0.472107662253093,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3870.0,lit_tr4832,,1.0,80.0,0.00555,LiAsF6,3-MeSulfolane,Toluene,,,,0.9/0.447127207690588/0.472107662253093,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3871.0,lit_tr4833,,1.0,-60.0,1e-05,LiAsF6,3-MeSulfolane,Toluene,,,,1/0.536552649228705/0.377686129802474,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3872.0,lit_tr4834,,1.0,-50.0,3e-05,LiAsF6,3-MeSulfolane,Toluene,,,,1/0.536552649228705/0.377686129802474,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3873.0,lit_tr4835,,1.0,-40.0,9e-05,LiAsF6,3-MeSulfolane,Toluene,,,,1/0.536552649228705/0.377686129802474,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3874.0,lit_tr4836,,1.0,-30.0,0.00022,LiAsF6,3-MeSulfolane,Toluene,,,,1/0.536552649228705/0.377686129802474,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3875.0,lit_tr4837,,1.0,-20.0,0.00043,LiAsF6,3-MeSulfolane,Toluene,,,,1/0.536552649228705/0.377686129802474,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3876.0,lit_tr4838,,1.0,-10.0,0.00073,LiAsF6,3-MeSulfolane,Toluene,,,,1/0.536552649228705/0.377686129802474,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3877.0,lit_tr4839,,1.0,0.0,0.00111,LiAsF6,3-MeSulfolane,Toluene,,,,1/0.536552649228705/0.377686129802474,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3878.0,lit_tr4840,,1.0,20.0,0.00222,LiAsF6,3-MeSulfolane,Toluene,,,,1/0.536552649228705/0.377686129802474,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3879.0,lit_tr4841,,1.0,40.0,0.00362,LiAsF6,3-MeSulfolane,Toluene,,,,1/0.536552649228705/0.377686129802474,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3880.0,lit_tr4842,,1.0,60.0,0.00521,LiAsF6,3-MeSulfolane,Toluene,,,,1/0.536552649228705/0.377686129802474,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3881.0,lit_tr4843,,1.0,80.0,0.00691,LiAsF6,3-MeSulfolane,Toluene,,,,1/0.536552649228705/0.377686129802474,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=S1(C(C)CCC1)=O,Solvent,134.20000000000002,CC1=CC=CC=C1,Solvent,92.141,,,,,,,,,
3882.0,lit_tr4844,,1.0,0.0,0.00379,LiAsF6,Benzene,EC,PC,,,1/0.44885418000256/0.449693390869861/0.354099324125771,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,C1=CC=CC=C1,Solvent,78.11399999999999,O=C1OCCO1,Solvent,88.062,CC1COC(=O)O1,Solvent,102.08899999999998,,,,,,
3883.0,lit_tr4845,,1.0,20.0,0.00674,LiAsF6,Benzene,EC,PC,,,1/0.44885418000256/0.449693390869861/0.354099324125771,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,C1=CC=CC=C1,Solvent,78.11399999999999,O=C1OCCO1,Solvent,88.062,CC1COC(=O)O1,Solvent,102.08899999999998,,,,,,
3884.0,lit_tr4846,,1.0,40.0,0.01012,LiAsF6,Benzene,EC,PC,,,1/0.44885418000256/0.449693390869861/0.354099324125771,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,C1=CC=CC=C1,Solvent,78.11399999999999,O=C1OCCO1,Solvent,88.062,CC1COC(=O)O1,Solvent,102.08899999999998,,,,,,
3885.0,lit_tr4847,,1.0,60.0,0.01369,LiAsF6,Benzene,EC,PC,,,1/0.44885418000256/0.449693390869861/0.354099324125771,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,C1=CC=CC=C1,Solvent,78.11399999999999,O=C1OCCO1,Solvent,88.062,CC1COC(=O)O1,Solvent,102.08899999999998,,,,,,
3886.0,lit_tr4848,,1.0,80.0,0.01766,LiAsF6,Benzene,EC,PC,,,1/0.44885418000256/0.449693390869861/0.354099324125771,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,C1=CC=CC=C1,Solvent,78.11399999999999,O=C1OCCO1,Solvent,88.062,CC1COC(=O)O1,Solvent,102.08899999999998,,,,,,
3887.0,lit_tr4849,,1.0,20.0,0.00365,LiAsF6,Benzene,Sulfolane,,,,1/0.673281270003841/0.41973870350337,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,C1=CC=CC=C1,Solvent,78.11399999999999,O=S1(CCCC1)=O,Solvent,120.173,,,,,,,,,
3888.0,lit_tr4850,,1.0,40.0,0.00563,LiAsF6,Benzene,Sulfolane,,,,1/0.673281270003841/0.41973870350337,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,C1=CC=CC=C1,Solvent,78.11399999999999,O=S1(CCCC1)=O,Solvent,120.173,,,,,,,,,
3889.0,lit_tr4851,,1.0,60.0,0.00789,LiAsF6,Benzene,Sulfolane,,,,1/0.673281270003841/0.41973870350337,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,C1=CC=CC=C1,Solvent,78.11399999999999,O=S1(CCCC1)=O,Solvent,120.173,,,,,,,,,
3890.0,lit_tr4852,,1.0,80.0,0.01023,LiAsF6,Benzene,Sulfolane,,,,1/0.673281270003841/0.41973870350337,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,C1=CC=CC=C1,Solvent,78.11399999999999,O=S1(CCCC1)=O,Solvent,120.173,,,,,,,,,
3891.0,lit_tr4853,,1.0,-30.0,0.00253,LiAsF6,g-Butyrolactone,,,,,1/1.31141828319201,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,,,,,,,,,,,,
3892.0,lit_tr4854,,1.0,-20.0,0.00371,LiAsF6,g-Butyrolactone,,,,,1/1.31141828319201,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,,,,,,,,,,,,
3893.0,lit_tr4855,,1.0,-10.0,0.00512,LiAsF6,g-Butyrolactone,,,,,1/1.31141828319201,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,,,,,,,,,,,,
3894.0,lit_tr4856,,1.0,0.0,0.00672,LiAsF6,g-Butyrolactone,,,,,1/1.31141828319201,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,,,,,,,,,,,,
3895.0,lit_tr4857,,1.0,20.0,0.01062,LiAsF6,g-Butyrolactone,,,,,1/1.31141828319201,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,,,,,,,,,,,,
3896.0,lit_tr4858,,1.0,40.0,0.01482,LiAsF6,g-Butyrolactone,,,,,1/1.31141828319201,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,,,,,,,,,,,,
3897.0,lit_tr4859,,1.0,60.0,0.01964,LiAsF6,g-Butyrolactone,,,,,1/1.31141828319201,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,,,,,,,,,,,,
3898.0,lit_tr4860,,1.0,80.0,0.02354,LiAsF6,g-Butyrolactone,,,,,1/1.31141828319201,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,,,,,,,,,,,,
3899.0,lit_tr4861,,1.0,-30.0,0.00514,LiAsF6,g-Butyrolactone,DME,,,,1/0.655709141596004/0.727154330366833,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,COC,Solvent,46.069,,,,,,,,,
3900.0,lit_tr4862,,1.0,-20.0,0.00661,LiAsF6,g-Butyrolactone,DME,,,,1/0.655709141596004/0.727154330366833,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,COC,Solvent,46.069,,,,,,,,,
3901.0,lit_tr4863,,1.0,-10.0,0.00866,LiAsF6,g-Butyrolactone,DME,,,,1/0.655709141596004/0.727154330366833,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,COC,Solvent,46.069,,,,,,,,,
3902.0,lit_tr4864,,1.0,0.0,0.01087,LiAsF6,g-Butyrolactone,DME,,,,1/0.655709141596004/0.727154330366833,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,COC,Solvent,46.069,,,,,,,,,
3903.0,lit_tr4865,,1.0,20.0,0.01603,LiAsF6,g-Butyrolactone,DME,,,,1/0.655709141596004/0.727154330366833,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,COC,Solvent,46.069,,,,,,,,,
3904.0,lit_tr4866,,1.0,40.0,0.02133,LiAsF6,g-Butyrolactone,DME,,,,1/0.655709141596004/0.727154330366833,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,COC,Solvent,46.069,,,,,,,,,
3905.0,lit_tr4867,,1.0,60.0,0.02684,LiAsF6,g-Butyrolactone,DME,,,,1/0.655709141596004/0.727154330366833,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,COC,Solvent,46.069,,,,,,,,,
3906.0,lit_tr4868,,1.0,80.0,0.0323,LiAsF6,g-Butyrolactone,DME,,,,1/0.655709141596004/0.727154330366833,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,COC,Solvent,46.069,,,,,,,,,
3907.0,lit_tr4869,,1.0,-30.0,0.00288,LiAsF6,g-Butyrolactone,Ethylmonoglyme,,,,1/0.655709141596004/0.355329949238579,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,CCOCCOCC,Solvent,118.176,,,,,,,,,
3908.0,lit_tr4870,,1.0,-20.0,0.00401,LiAsF6,g-Butyrolactone,Ethylmonoglyme,,,,1/0.655709141596004/0.355329949238579,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,CCOCCOCC,Solvent,118.176,,,,,,,,,
3909.0,lit_tr4871,,1.0,-10.0,0.00549,LiAsF6,g-Butyrolactone,Ethylmonoglyme,,,,1/0.655709141596004/0.355329949238579,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,CCOCCOCC,Solvent,118.176,,,,,,,,,
3910.0,lit_tr4872,,1.0,0.0,0.00717,LiAsF6,g-Butyrolactone,Ethylmonoglyme,,,,1/0.655709141596004/0.355329949238579,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,CCOCCOCC,Solvent,118.176,,,,,,,,,
3911.0,lit_tr4873,,1.0,20.0,0.01101,LiAsF6,g-Butyrolactone,Ethylmonoglyme,,,,1/0.655709141596004/0.355329949238579,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,CCOCCOCC,Solvent,118.176,,,,,,,,,
3912.0,lit_tr4874,,1.0,40.0,0.01512,LiAsF6,g-Butyrolactone,Ethylmonoglyme,,,,1/0.655709141596004/0.355329949238579,,,,,,,,10.1016/0378-7753(91)80004-H,F[As-](F)(F)(F)(F)F,Li Salt,195.851,O=C1CCCO1,Solvent,86.09,CCOCCOCC,Solvent,118.176,,,,,,,,,
